Log ID,Username,Log Type,command,file,filename,full_command,stderr,stdout,time
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,pwd,,,pwd,,/home/jovyan/bin,2023-04-09:15:48
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,cd,,..,cd ..,,,2023-04-09:15:48
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls,,"bin
copied_hello.txt
data-store
linked_hello.txt
link_test
misc
stderr.txt
SuperShell
work",2023-04-09:15:48
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,cd,,,cd work,,,2023-04-09:15:48
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls,,,2023-04-09:15:48
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,mkdir,,,mkdir Bash,,,2023-04-09:15:49
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,cd,,,cd Bash/,,,2023-04-09:15:49
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls,,,2023-04-09:15:49
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,~/data-store/data/input/Discovery/TSVFiles/*,,,~/data-store/data/input/Discovery/TSVFiles/*,/home/jovyan/.offline.sh: line 368: /home/jovyan/data-store/data/input/Discovery/TSVFiles/A1_abundance.tsv: Permission denied,,2023-04-09:15:49
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls ~/data-store/data/input/Discovery/TSVFiles/*,,"/home/jovyan/data-store/data/input/Discovery/TSVFiles/A1_abundance.tsv
/home/jovyan/data-store/data/input/Discovery/TSVFiles/A2_abundance.tsv
/home/jovyan/data-store/data/input/Discovery/TSVFiles/B1_abundance.tsv
/home/jovyan/data-store/data/input/Discovery/TSVFiles/B2_abundance.tsv",2023-04-09:15:49
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,pwd,,,pwd,,/home/jovyan/work/Bash,2023-04-09:15:49
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,mkdir,,,mkdir TSVFiles,,,2023-04-09:15:50
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,cd,,,cd TSVFiles/,,,2023-04-09:15:50
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls,,,2023-04-09:15:50
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ln,,,ln -s A_1_abundance.tsv /home/jovyan/data-store/data/input/Discovery/TSVFiles/A_1_abundance.tsv,ln: failed to create symbolic link '/home/jovyan/data-store/data/input/Discovery/TSVFiles/A_1_abundance.tsv': Input/output error,,2023-04-09:15:51
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ln,,,ln -s ~/data-store/data/input/Discovery/TSVFiles/A1_abundance.tsv A_1_abundance.tsv,,,2023-04-09:15:52
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ls,,,ls -l,,"total 0
lrwxrwxrwx 1 jovyan users 70 Apr 9 15:52 A_1_abundance.tsv -> /home/jovyan/data-store/data/input/Discovery/TSVFiles/A1_abundance.tsv",2023-04-09:15:52
2c732ac2e1c46e2449a53469436dbdc999188fa1e27ca5a4c56bdf8518e9c72e,xiaomajur,Bash,ln,,,ln -s ~/data-store/data/input/Discovery/TSVFiles/A2_abundance.tsv A_2_abundance.tsv,,,2023-04-09:15:53
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls /home/jovyan,,"data-store
stderr.txt
SuperShell
work",2024-01-26:18:33
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,.,ls .,,"data-store
stderr.txt
SuperShell
work",2024-01-26:18:35
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan,2024-01-26:18:35
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,"data-store
stderr.txt
SuperShell
work",2024-01-26:18:36
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,..,ls ..,,"jovyan
shiny",2024-01-26:18:36
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls /home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES,,"Drug_A
Drug_B",2024-01-26:18:36
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,./data-store/data/input/RNA_SEQ_SAMPLES,ls ./data-store/data/input/RNA_SEQ_SAMPLES,,"Drug_A
Drug_B",2024-01-26:18:36
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,stderr.txt,ls stderr.txt,,stderr.txt,2024-01-26:18:36
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,Stderr.txt,ls Stderr.txt,ls: cannot access 'Stderr.txt': No such file or directory,,2024-01-26:18:37
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls d^t,ls: cannot access 'd^t': No such file or directory,,2024-01-26:18:38
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls data-store/data/input/Discovery/,,"FilteredSortedOutput
RNASequenceOutput
TSVFiles
UncompressedSamples",2024-01-26:18:39
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls -l data-store/data/input/Discovery/,,"total 0
dr-x------ 0 jovyan jovyan 0 Jan 26 18:04 FilteredSortedOutput
dr-x------ 0 jovyan jovyan 0 Jan 26 18:04 RNASequenceOutput
dr-x------ 0 jovyan jovyan 0 Jan 26 18:07 TSVFiles
dr-x------ 0 jovyan jovyan 0 Jan 26 18:04 UncompressedSamples",2024-01-26:18:39
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls -l data-store/data/input/Discovery/TSVFiles,,"total 24272
-r-x------ 0 jovyan jovyan 6237689 Jan 26 17:12 A_1_abundance.tsv
-r-x------ 0 jovyan jovyan 6135948 Jan 26 17:11 A_2_abundance.tsv
-r-x------ 0 jovyan jovyan 6237909 Jan 26 17:11 B_1_abundance.tsv
-r-x------ 0 jovyan jovyan 6237909 Jan 26 17:11 B_2_abundance.tsv",2024-01-26:18:40
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,history,,,history,," 1 ls /home/jovyan
 2 ls .
 3 pwd
 4 ls
 5 ls ..
 6 ls /home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES
 7 ls ./data-store/data/input/RNA_SEQ_SAMPLES
 8 ls stderr.txt
 9 ls Stderr.txt
 10 ls d^t
 11 ls data-store/data/input/Discovery/
 12 ls -l data-store/data/input/Discovery/
 13 ls -l data-store/data/input/Discovery/TSVFiles
 14 history",2024-01-26:18:40
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan,2024-01-26:18:41
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,"data-store
stderr.txt
SuperShell
work",2024-01-26:18:41
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls SuperShell/,,"add_interactive.sh
codehelper.sh
consent.txt
courseid.txt
cyverse_install.sh
disable_help.sh
docker_install.sh
enable_help.sh
flowchart.png
images
install.sh
install_supershell.sh
interactive.txt
LICENSE
linux_install.sh
mac_install.sh
mail.txt
offline.sh
offline_with_online.sh
push_events.sh
README.md
ruledir.txt
session_extract.sh
shell2.sh
shell.sh
StatParam
supershellhelpmessage.txt
supershellhelp.txt
SuperShellHistory
supershellinfo.txt
SuperShellRules
TestSender2.jar
TestSender.jar
title.txt
Towards a Helpful Shell_ Scenarios and Commands.pdf",2024-01-26:18:41
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls -l,,"total 0
drwxrwsrwx 3 root jovyan 42 Jan 26 18:29 data-store
-rw-r--r-- 1 jovyan users 0 Jan 26 18:42 stderr.txt
drwxr-sr-x 1 jovyan users 39 Oct 25 17:57 SuperShell
drwsrwsr-x 2 jovyan users 10 Mar 20 2023 work",2024-01-26:18:42
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls -l stderr.txt,,-rw-r--r-- 1 jovyan users 0 Jan 26 18:44 stderr.txt,2024-01-26:18:44
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls -l ./data-store/data/input/RNA_SEQ_SAMPLES/ stderr.txt,,"-rw-r--r-- 1 jovyan users 0 Jan 26 18:44 stderr.txt

./data-store/data/input/RNA_SEQ_SAMPLES/:
total 0
dr-x------ 0 jovyan jovyan 0 May 29 2020 Drug_A
dr-x------ 0 jovyan jovyan 0 May 29 2020 Drug_B",2024-01-26:18:44
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls -l -R ./data-store/data/input/RNA_SEQ_SAMPLES/,,"./data-store/data/input/RNA_SEQ_SAMPLES/:
total 0
dr-x------ 0 jovyan jovyan 0 May 29 2020 Drug_A
dr-x------ 0 jovyan jovyan 0 May 29 2020 Drug_B

./data-store/data/input/RNA_SEQ_SAMPLES/Drug_A:
total 9024
-r-x------ 0 jovyan jovyan 3677295 May 20 2020 Drug_A_1.fastq
-r-x------ 0 jovyan jovyan 804307 May 20 2020 Drug_A_1.fastq.gz
-r-x------ 0 jovyan jovyan 3978812 May 22 2020 Drug_A_2.fastq
-r-x------ 0 jovyan jovyan 772800 May 20 2020 Drug_A_2.fastq.gz

./data-store/data/input/RNA_SEQ_SAMPLES/Drug_B:
total 9392
-r-x------ 0 jovyan jovyan 3978812 May 20 2020 Drug_B_1.fastq
-r-x------ 0 jovyan jovyan 827189 May 22 2020 Drug_B_1.fastq.gz
-r-x------ 0 jovyan jovyan 3978812 May 20 2020 Drug_B_2.fastq
-r-x------ 0 jovyan jovyan 827189 May 22 2020 Drug_B_2.fastq.gz",2024-01-26:18:45
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan,2024-01-26:18:45
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls -l,,"total 0
drwxrwsrwx 3 root jovyan 42 Jan 26 18:29 data-store
-rw-r--r-- 1 jovyan users 0 Jan 26 18:45 stderr.txt
drwxr-sr-x 1 jovyan users 39 Oct 25 17:57 SuperShell
drwsrwsr-x 2 jovyan users 10 Mar 20 2023 work",2024-01-26:18:45
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,..,ls ..,,"jovyan
shiny",2024-01-26:18:46
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls -l SuperShell/,,"total 60364
-rwxr-xr-x 1 jovyan users 47 Oct 25 17:57 add_interactive.sh
-rwxr-xr-x 1 jovyan users 7154 Oct 25 17:57 codehelper.sh
-rwxr-xr-x 1 jovyan users 9953 Oct 25 17:57 consent.txt
-rwxr-xr-x 1 jovyan users 20 Oct 25 17:57 courseid.txt
-rwxr-xr-x 1 jovyan users 440 Oct 25 17:57 cyverse_install.sh
-rwxr-xr-x 1 jovyan users 82 Oct 25 17:57 disable_help.sh
-rwxr-xr-x 1 jovyan users 493 Oct 25 17:57 docker_install.sh
-rwxr-xr-x 1 jovyan users 83 Oct 25 17:57 enable_help.sh
-rwxr-xr-x 1 jovyan users 256548 Oct 25 17:57 flowchart.png
drwxr-sr-x 2 jovyan users 239 Oct 25 17:57 images
-rwxr-xr-x 1 jovyan users 449 Oct 25 17:57 install.sh
-rwxr-xr-x 1 jovyan users 71 Oct 25 17:57 install_supershell.sh
-rwxr-xr-x 1 jovyan users 25 Oct 25 17:57 interactive.txt
-rwxr-xr-x 1 jovyan users 1074 Oct 25 17:57 LICENSE
-rwxr-xr-x 1 jovyan users 678 Oct 25 17:57 linux_install.sh
-rwxr-xr-x 1 jovyan users 699 Oct 25 17:57 mac_install.sh
-rwxr-xr-x 1 jovyan users 0 Oct 25 17:57 mail.txt
-rwxr-xr-x 1 jovyan users 39814 Oct 25 17:57 offline.sh
-rwxr-xr-x 1 jovyan users 18137 Oct 25 17:57 offline_with_online.sh
-rwxr-xr-x 1 jovyan users 2001 Oct 25 17:57 push_events.sh
-rwxr-xr-x 1 jovyan users 3446 Oct 25 17:57 README.md
-rwxr-xr-x 1 jovyan users 15 Oct 25 17:57 ruledir.txt
-rwxr-xr-x 1 jovyan users 339 Oct 25 17:57 session_extract.sh
-rwxr-xr-x 1 jovyan users 6105 Oct 25 17:57 shell2.sh
-rwxr-xr-x 1 jovyan users 6101 Oct 25 17:57 shell.sh
drwxr-sr-x 2 jovyan users 71 Oct 25 17:57 StatParam
-rwxr-xr-x 1 jovyan users 62 Oct 25 17:57 supershellhelpmessage.txt
-rwxr-xr-x 1 jovyan users 3 Oct 25 17:57 supershellhelp.txt
drwxr-sr-x 1 jovyan users 47 Jan 26 18:30 SuperShellHistory
-rwxr-xr-x 1 jovyan users 2118 Oct 25 17:57 supershellinfo.txt
drwxr-sr-x 3 jovyan users 144 Oct 25 17:57 SuperShellRules
-rwxr-xr-x 1 jovyan users 30522687 Oct 25 17:57 TestSender2.jar
-rwxr-xr-x 1 jovyan users 30523328 Oct 25 17:57 TestSender.jar
-rwxr-xr-x 1 jovyan users 1195 Oct 25 17:57 title.txt
-rwxr-xr-x 1 jovyan users 326139 Oct 25 17:57 Towards a Helpful Shell_ Scenarios and Commands.pdf",2024-01-26:18:47
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,"data-store
stderr.txt
SuperShell
work",2024-01-26:18:51
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan,2024-01-26:18:51
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd data-store/data/input/RNA_SEQ_SAMPLES/,,,2024-01-26:18:52
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES,2024-01-26:18:52
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,"Drug_A
Drug_B",2024-01-26:18:52
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd Drug_A,,,2024-01-26:18:52
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,"Drug_A_1.fastq
Drug_A_1.fastq.gz
Drug_A_2.fastq
Drug_A_2.fastq.gz",2024-01-26:18:52
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,..,cd ..,,,2024-01-26:18:52
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES,2024-01-26:18:52
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,..,cd ..,,,2024-01-26:18:52
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data/input,2024-01-26:18:52
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,..,cd ..,,,2024-01-26:18:53
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data,2024-01-26:18:53
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd /home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES/Drug_B,,,2024-01-26:18:53
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd ~,,,2024-01-26:18:53
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan,2024-01-26:18:53
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd ~/data-store/data/input/RNA_SEQ_SAMPLES/Drug_B,,,2024-01-26:18:53
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd,,,2024-01-26:18:53
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,"data-store
stderr.txt
SuperShell
work",2024-01-26:18:54
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd ~/data-store/data/input/RNA_SEQ_SAMPLES//Drug_A,,,2024-01-26:18:55
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd,,,2024-01-26:18:55
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan,2024-01-26:18:55
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd SuperShell/,,,2024-01-26:18:55
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd i,/home/jovyan/.offline.sh: line 354: cd: i: No such file or directory,,2024-01-26:18:55
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd images,,,2024-01-26:18:55
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/SuperShell/images,2024-01-26:18:56
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd,,,2024-01-26:18:56
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,which,,,which ls,,/usr/bin/ls,2024-01-26:18:57
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,which,,,which cd,,,2024-01-26:18:57
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd pwd,/home/jovyan/.offline.sh: line 354: cd: pwd: No such file or directory,,2024-01-26:18:57
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,which,,,which pwd,,/usr/bin/pwd,2024-01-26:18:57
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,which,,,which cd,,,2024-01-26:18:57
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,which,,,which which,,/usr/bin/which,2024-01-26:18:58
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,which,,,which echo,,/usr/bin/echo,2024-01-26:18:58
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd ~/data-store/data/input/RNA_SEQ_SAMPLES//Drug_A,,,2024-01-26:18:58
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES/Drug_A,2024-01-26:18:58
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,../Drug_B,cd ../Drug_B,,,2024-01-26:18:59
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,../..,cd ../..,,,2024-01-26:18:59
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd RNA_SEQ_SAMPLES/Drug_B,,,2024-01-26:18:59
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls -a,,".
..
Drug_B_1.fastq
Drug_B_1.fastq.gz
Drug_B_2.fastq
Drug_B_2.fastq.gz",2024-01-26:18:59
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data/input/RNA_SEQ_SAMPLES/Drug_B,2024-01-26:19:00
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,./../Drug_A,cd ./../Drug_A,,,2024-01-26:19:00
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd /home/jovyan/data-store/data/output,,,2024-01-26:19:01
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data/output,2024-01-26:19:01
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,mkdir,,,mkdir misc,,,2024-01-26:19:01
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,misc,2024-01-26:19:01
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data/output,2024-01-26:19:01
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,misc,2024-01-26:19:01
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,..,cd ..,,,2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,"input
iplant
output",2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,..,cd ..,,,2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store,2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,"data
home
user",2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store,2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,"data
home
user",2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd data/,,,2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,"input
iplant
output",2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd output/,,,2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,misc,2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd misc/,,,2024-01-26:19:02
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,mkdir,,,mkdir misc_child,,,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,misc_child,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,mkdir,,,mkdir misc_child/misc_child_child,,,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls misc_child/,,misc_child_child,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd misc_child/,,,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,misc_child_child,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,,cd misc_child_child/,,,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data/output/misc/misc_child/misc_child_child,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,mkdir,,misc_child_child_child.,mkdir misc_child_child_child.,,,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data/output/misc/misc_child/misc_child_child,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,ls,,,ls,,misc_child_child_child.,2024-01-26:19:03
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,cd,,../../../..,cd ../../../..,,,2024-01-26:19:04
094fb05870c08e0da848c72af3c1d51b412c77ce0a45deecd86f9cee12a0ed37,zwy324,Bash,pwd,,,pwd,,/home/jovyan/data-store/data,2024-01-26:19:04
